,song_name,lyrics,stop_word_count,word_count,line_count,words_per_line,number_of_unique_words,duration,playcount,genre,rating
72,The Moment I Knew,"You shouldve there
Shouldve burst door
With baby Im right smile
And wouldve felt like
A million little shining stars aligned
And I wouldve happy

Christmas lights glisten
Ive got eye door
Just waiting walk in
But time ticking
People ask Ive been
As I comb back memory
How said youd here
You said youd here

And like slow motion
Standing party dress
In red lipstick
With one impress
And theyre laughing
As Im looking around room
But theres one thing missing
And moment I knew

And hours pass by
Now I wanna alone
But close friends always seem know
When theres something really wrong
So follow hall
And bathroom
I try fall apart
And sinking feeling starts
As I say hopelessly
He said hed here

And like slow motion
Standing party dress
In red lipstick
With one impress
And theyre laughing
And asking you
But one thing missing
And moment I knew

What say
When tears streaming face
In front everyone know
And one
Who means you
Is one didnt show

You shouldve here
And I wouldve happy

And like slow motion
Standing party dress
In red lipstick
With one impress
And theyre standing around singing
Happy birthday you
But one thing missing
And moment I knew

Ooh I knew
Ooh

You called later
And said Im sorry I didnt make it
And I said Im sorry too
And moment I knew
",108,280,62,4.516129032258065,120,0,1325423,"['pop', 'country', 'sad', 'taylor swift', 'love at first listen']",9.049294380304095
73,Come Back... Be Here,"You said simple way
4 AM second day
How strange I dont know all
Stumbled long goodbye
One last kiss catch flight
Right I fall

I told Dont get attached
But mind I play back
Spinning faster plane took you

And feeling sinks in
I dont wanna miss like this
Come back come back here
I guess youre New York today
I dont wanna need way
Come back come back here

The delicate beginning rush
The feeling know much
Without knowing anything all
And I put down
If I known I know now
I never would played nonchalant

Taxi cabs busy streets
That never bring back me
I cant help wish took you

And feeling sinks in
I dont wanna miss like this
Come back come back here
I guess youre London today
And I dont wanna need way
Come back come back here

This falling love cruelest way
This falling worlds away

New York here
But youre London I break down
Cause fair youre around

This feeling sinks in
I dont wanna miss like this
Come back come back here
I guess youre New York today
And I dont wanna need way
Come back come back here

I dont wanna miss like this
Come back here
Come back here
",103,270,44,6.136363636363637,92,223000,823473,"['country', 'country pop', 'Love', 'pop', 'female vocalists']",9.959880985498131
74,Girl At Home,"Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Uh uh
Dont look me
Youve got girl home
And everybody knows that

I dont even know her
But I feel responsibility
To whats upstanding right
Its kinda like code yeah
And youve getting closer closer
And crossing many lines

And would fine proposition
If I stupid girl
But honey I noones exception
This I previously learned

So dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Uh uh
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
I see turn phone
And got alone
And I say
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that

I wanna make sure
You understand perfectly
Youre kind man makes sad
While waits up
You chase newest thing
And take granted have

And would fine proposition
If I stupid girl
And yeah I might go it
If I hadnt like her

Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Uh uh
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
I see turn phone
And youve got alone
And I say
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that

Call cab
Lose number
Youre lose girl
Call cab
Lose number
Lets consider lesson learned

Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Uh uh
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Wanna see pick phone
And tell youre coming home
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that
Uh uh
Dont look me
Youve got girl home
And everybody knows that
Everybody knows that

It would fine proposition
If I hadnt like her
",98,327,88,3.715909090909091,92,0,941968,"['country', 'pop', 'love at first listen', 'cds I own', 'red']",7.059535943401882
75,Welcome To New York,"Walking crowd
The village aglow
Kaleidoscope loud
Heartbeats coats
Everybody here
Wanted something more
Searching sound hadnt
Heard before
And said

Welcome New York
Its waiting you
Welcome New York
Welcome New York
Welcome New York
Its waiting you
Welcome New York
Welcome New York

Its new soundtrack
I could dance beat beat
Forevermore
The lights bright
But never blind me
Welcome New York
Its waiting you
Welcome New York
Welcome New York

When first dropped bags on
Apartment floors
Took broken hearts
Put drawer
Everybody someone else
Before
And want want
Boys boys and
Girls girls

Welcome New York
Its waiting you
Welcome New York
Welcome New York
Welcome New York
Its waiting you
Welcome New York
Welcome New York

Its new soundtrack
I could dance beat beat
Forevermore
The lights bright
But never blind me
Welcome New York New York
Its waiting you
Welcome New York
Welcome New York

Like great love keeps you
Guessing
Like real love
Its everchanging
Like true love

It drives crazy
But know wouldnt
Change anything anything
Anything

Welcome New York
Its waiting you
Welcome New York
Welcome New York
Welcome New York
Its waiting you
Welcome New York
Welcome New York

Its new soundtrack
I could dance beat
The lights bright
But never blind me
Welcome New York
New soundtrack
Its waiting you
Welcome New York
The lights bright
But never blind me
Welcome New York
So bright
They never blind me
Welcome New York
Welcome New York
",100,263,84,3.130952380952381,79,0,5063638,"['pop', 'synthpop', 'female vocalists', 'electropop', 'love at first listen']",11.795570754024734
76,Blank Space,"Nice meet been
I could show incredible things
Magic madness heaven sin
Saw I thought
Oh God look face
You look like next mistake
Loves game wanna play
Ayy

New money suit tie
I read like magazine
Aint funny Rumors fly
And I know heard me
So hey lets friends
Im dying see one ends
Grab passport hand
I make bad guys good weekend

So gonna forever
Or gonna go flames
You tell mm
If high worth pain
Got long list exlovers
Theyll tell Im insane
Cause know I love players
And love game

Cause young reckless
Well take way far
Itll leave breathless hmm
Or nasty scar
Got long list exlovers
Theyll tell Im insane
But Ive got blank space baby
And Ill write name

Cherry lips crystal skies
I could show incredible things
Stolen kisses pretty lies
Youre King baby Im Queen
Find want
Be girl month
Wait worst yet come oh no

Screaming crying perfect storms
I make tables turn
Rose garden filled thorns
Keep second guessing like
Oh God she
I get drunk jealousy
But youll come back time leave
Cause darling Im nightmare dressed like daydream

So gonna forever
Or gonna go flames
You tell mm
If high worth pain
Got long list exlovers
Theyll tell Im insane
Cause know I love players
And love game

Cause young reckless
Well take way far
Itll leave breathless hmm
Or nasty scar
Got long list exlovers
Theyll tell Im insane
But Ive got blank space baby
And Ill write name

Boys want love torture
Dont say I didnt say I didnt warn ya
Boys want love torture
Dont say I didnt say I didnt warn ya

So gonna forever
Or gonna go flames
You tell mm
If high worth pain
Got long list exlovers
Theyll tell Im insane
Cause know I love players
And love game

Cause young reckless
Well take way far
Itll leave breathless hmm
Or nasty scar
Got long list exlovers
Theyll tell Im insane
But Ive got blank space baby
And Ill write name
",161,420,83,5.0602409638554215,152,230000,15353749,"['pop', 'love at first listen', '2014', 'female vocalists', 'best of 2014']",15.541962161779145
77,Style,"Midnight
You come pick headlights
Long drive
Could end burning flames paradise
Fade view oh since I even heard heard you

I tell leave cause I
Know exactly leads I
Watch us go round round time

You got James Dean daydream look eye
And I got red lip classic thing like
And go crashing come back every time
Cause never go style
We never go style

You got long hair slicked back white tshirt
And I got good girl faith tight little skirt
And go crashing come back every time
Cause never go style
We never go style

So goes
He cant keep wild eyes road
Takes home
Lights hes taking coat hmm yeah
I say I heard oh youve girl girl

He says What youve heard true I
Cant stop thinking I
I said Ive times

Cause got James Dean daydream look eye
And I got red lip classic thing like
And go crashing come back every time
Cause never go style
We never go style

You got long hair slicked back white tshirt
And I got good girl faith tight little skirt tight little skirt
And go crashing come back every time
Cause never go style We never go never go
We never go style

Take home
Just take home yeah
Just take home
Out style

You got James Dean daydream look eye
And I got red lip classic thing like
And go crashing go
We come back every time
Cause never go style
We never go style
",131,336,46,7.304347826086956,92,227000,15023117,"['pop', 'synthpop', 'love at first listen', 'taylor swift', '1989']",19.397857639969374
78,Out Of The Woods,"Looking now
It seems simple
We lying couch
I remember
You took Polaroid us
Then discovered discovered
The rest world black white
But screaming color
And I remember thinking

Are woods yet
Are woods yet
Are woods yet
Are woods
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Are woods yet
Are woods yet
Are woods yet
Are woods
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Are woods

Looking now
Last December last December
We built fall apart
Then fall back together back together
Ooh necklace hanging neck
The night couldnt quite forget
When decided decided
To move furniture could dance
Baby like stood chance
Two paper airplanes flying flying flying
And I remember thinkin

Are woods yet
Are woods yet
Are woods yet
Are woods
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Are woods yet
Are woods yet
Are woods yet
Oh
Are woods
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Are woods

Remember hit brakes soon
Twenty stitches hospital room
When started cryin baby I too
But sun came I lookin you
Remember couldnt take heat
I walked said Im settin free
But monsters turned trees
When sun came lookin me

You lookin me
You lookin me

Are woods yet
Are woods yet
Are woods yet
Are woods
I remember
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Oh I remember

Are woods yet
Are woods yet
Yeah
Are woods yet
Are woods
Are clear yet
Are clear yet
Are we
Are clear yet
In clear yet Good

Are woods yet
Are woods yet
Are woods yet
Are woods

Are clear yet
Yeah
Are clear yet
Yeah
Are clear yet
In clear yet Good

Are woods yet
Are woods yet
Are woods yet
Are woods

Are clear yet
Are clear yet
Are clear yet
In clear yet Good
Are woods yet
Are woods yet
Are woods yet
Are woods
Are clear yet
Are clear yet
Are clear yet
In clear yet Good
",307,549,111,4.945945945945946,94,231000,8713041,"['pop', 'synthpop', 'female vocalists', 'love at first listen', '1989']",17.311170450549255
79,All You Had To Do Was Stay,"Hey hey hey
Hey hey hey
Hey hey hey
Hey hey hey

People like always want back love gave away
And people like wanna believe say youve changed
The I think less I know
All I know drove us road

Stay
Hey stay
Had palm hand
Then whyd go lock I let in
Stay
Hey say want back
Now late
Well couldve easy
All stay

All stay
All stay
All stay
All stay

Here calling I dont know say
Ive picking pieces mess made
People like always want back love pushed aside
But people like gone forever say goodbye

Stay
Hey stay
Had palm hand
Then whyd go lock I let in
Stay
Hey say want back
Now late
Well couldve easy
All stay

All stay
All stay
All stay stay stay stay stay

Let remind you
This wanted
You ended it
You I wanted
But like this
Not like this
Not like this

Oh was

Stay
Hey stay
Had palm hand
Then whyd go lock I let in
Stay
Hey say want back
Now late
Well couldve easy
All stay

Hey stay
Had palm hand
Then whyd go lock I let in
Stay
Hey say want back
Now late
Well couldve easy
All stay
All stay

All stay
All stay
All stay
All stay
",242,391,67,5.835820895522388,68,0,6293866,"['pop', 'synthpop', 'love at first listen', 'female vocalists', 'max martin']",14.758985374364217
80,Shake It Off,"I stay late
Got nothing brain
Thats people say mmmmmm
Thats people say mmmmmm

I go many dates
But I cant make stay
At least thats people say mmmmmm
Thats people say mmmmmm

But I keep cruising
Cant stop wont stop moving
Its like I got music
In mind
Saying Its gonna alright

Cause players gonna play play play play play
And haters gonna hate hate hate hate hate
Baby Im gonna shake shake shake shake shake
I shake I shake off
Heartbreakers gonna break break break break break
And fakers gonna fake fake fake fake fake
Baby Im gonna shake shake shake shake shake
I shake I shake off

I never miss beat
Im lightning feet
And thats dont see mmmmmm
Thats dont see mmmmmm

Im dancing dancing own
I make moves I go moves I go
And thats dont know mmmmmm
Thats dont know mmmmmm

But I keep cruising
Cant stop wont stop grooving
Its like I got music
In mind
Saying Its gonna alright

Cause players gonna play play play play play
And haters gonna hate hate hate hate hate
Baby Im gonna shake shake shake shake shake
I shake I shake off
Heartbreakers gonna break break break break break
And fakers gonna fake fake fake fake fake
Baby Im gonna shake shake shake shake shake
I shake I shake off

Shake I shake off
I I I shake I shake off
I I I shake I shake off
I I I shake I shake off

Hey hey hey
Just think youve getting liars dirty dirty cheats world
You couldve getting sick beat

My exman brought new girlfriend
Shes like Oh God Im gonna shake
And fella hella good hair
Wont come baby We shake shake shake

Yeah ohhh

Cause players gonna play play play play play
And haters gonna hate hate hate hate hate haters gonna hate
Im gonna shake shake shake shake shake
I shake I shake off
Heartbreakers gonna break break break break break mmmm
And fakers gonna fake fake fake fake fake fake fake fake
Baby Im gonna shake shake shake shake shake
I shake I shake off

Shake I shake off
I I I shake I shake off
I I I shake I shake off
I I I shake I shake off

Shake I shake off
I I I shake I shake off
I I I shake I shake off
I I I shake I shake off

Shake I shake off
I I I shake I shake youve got to
I I I shake I shake off
I I I shake I shake off
",152,511,74,6.905405405405405,94,215000,11201753,"['pop', 'haters gonna hate', '2014', 'taylor swift', 'love at first listen']",12.036405503214937
81,I Wish You Would,"Its 2 AM car
Windows pass street memories start
You say past drive straight ahead
Youre thinking I hate now
Cause still dont know I never said

I wish would come back
Wish I never hung phone like I did
I wish knew Id never forget long I live
And I wish right right good
I wish would

Its 2 AM room
Headlights pass window pane I think you
Were crooked love straight line down
Makes wanna run hide
But makes turn right back around

I wish would come back
Wish I never hung phone like I did
I wish knew Id never forget long I live
And I wish right right good
I wish would

I wish could go back
And remember fighting for
And I wish knew I miss much mad anymore
And I wish right right good
I wish would

I I I I I I wish I wish
I I I I I I wish I wish
I I I I I I wish I wish

You always knew push buttons
You give everything nothing
This mad mad love makes come running
To stand back stood
I wish would I wish would
I wish would I wish would
I wish would I wish would
I wish would I wish would

I wish I wish I

2 AM are
See face hear voice dark
Were crooked love straight line down
Makes wanna run hide
But made us turn right back around

I wish would come back
Wish I never hung phone like I did
I wish knew Id never forget long I live
I wish right right good
I wish would

I wish would come back
Wish I never hung phone like I did
I wish knew Id never forget long I live
I wish right right good
I wish would

I wish could go back
And remember fighting for
I wish knew I miss much mad anymore
I wish right right good
I wish would

You always knew push buttons
You give everything nothing
This mad mad love makes come running
To stand back stood
I wish would I wish would
I wish would I wish would
I wish would I wish would
I wish would I wish would

I I I I I I wish I wish
I I I I I I wish I wish
I I I I I I wish I wish would
",164,498,68,7.323529411764706,90,0,5003517,"['pop', 'synthpop', '2am', 'singer-songwriter', 'Skitz0rz']",13.099549430439234
82,Bad Blood,"Cause baby got bad blood
You know used mad love
So take look youve done
Cause baby got bad blood
Hey
Now got problems
And I dont think solve them
You made really deep cut
And baby got bad blood
Hey

Did I thinking could trusted
Did ruin shiny Now rusted
Did hit Im weak Baby I couldnt breathe
And rub deep salt wound like youre laughing right me

Oh sad think good times I

Cause baby got bad blood
You know used mad love
So take look youve done
Cause baby got bad blood
Hey
Now got problems
And I dont think solve them
You made really deep cut
And baby got bad blood
Hey

Did think wed fine Still got scars back knife
So dont think past kinda wounds last last
Now think All things catch you
And time heal wont youre coming way dont

Oh sad think good times I

Cause baby got bad blood
You know used mad love
So take look youve done
Cause baby got bad blood
Hey
Now got problems
And I dont think solve them
You made really deep cut
And baby got bad blood
Hey

Bandaids dont fix bullet holes
You say sorry show
If live like live ghosts ghosts
Bandaids dont fix bullet holes hey
You say sorry show hey
If live like live ghosts hey
Mhmmm
If love like blood runs cold

Cause baby got bad blood
You know used mad love mad love
So take look youve done
Cause baby got bad blood
Hey
Now got problems
And I dont think solve think solve them
You made really deep cut
And baby got bad blood
Hey

Cause baby got bad blood
You know used mad love
So take look youve done look youve done
Cause baby got bad blood
Hey
Now got problems
And I dont think solve them
You made really deep cut
And baby got bad blood
Hey
",163,418,68,6.147058823529412,86,212000,7738832,"['pop', 'Chupa essa Katy perry', 'boring shit talentless flop', 'synthpop', 'love at first listen']",11.723424786818095
83,Wildest Dreams,"He said Lets get town
Drive city away crowds
I thought Heaven cant help now
Nothing lasts forever
But gonna take down

Hes tall handsome hell
Hes bad well
I see end begins
My one condition is

Say youll remember me
Standin nice dress
Starin sunset babe
Red lips rosy cheeks
Say youll see again
Even your
Wildest dreams ah ha
Wildest dreams ah ha

I said No one know do
His hands hair clothes room
And voice familiar sound
Nothin lasts forever
But gettin good now

Hes tall handsome hell
Hes bad well
And weve last kiss
My last request is

Say youll remember me
Standin nice dress
Starin sunset babe
Red lips rosy cheeks
Say youll see again
Even your
Wildest dreams ah ha Ha ha
Wildest dreams ah ha

Youll see hindsight
Tangled night
Burnin down
Someday leave me
I bet memories
Follow around
Youll see hindsight
Tangled night
Burnin Burnin It Down
Someday leave me
I bet memories
Follow Follow You around
Follow around

Say youll remember me
Standing nice dress
Starin sunset babe
Red lips rosy cheeks
Say youll see again
Even pretend

Say youll remember me
Standin nice dress
Starin sunset babe
Red lips rosy cheeks
Say youll see again
Even Just pretend pretend
Wildest dreams ah ha Ah
In wildest dreams ah ha
Even your
In wildest dreams ah ha
In wildest dreams ah ha
",126,295,64,4.609375,96,0,9298772,"['pop', 'synthpop', 'love at first listen', 'max martin', 'lana del rey -ish']",13.017947540542963
84,How You Get The Girl,"Oh oh oh
Oh oh oh
Ohoh ohoh

Stand like ghost
Shaking rain rain
Shell open door say Are insane
Say long six months
And afraid tell want want

And thats works
Thats get girl
And say

I want worse better
I would wait forever ever
Broke heart Ill put back together
I would wait forever ever
And thats works
Thats get girl girl Ohoh oh
And thats works
Thats get girl girl

Remind used yeahyeah
With pictures frames kisses cheeks cheeks
Tell must lost mind oohooh
When left alone
And never told why

And thats works
Thats lost girl
And say

I want worse better
I would wait forever ever Ever ever
Broke heart Ill put back together
I would wait forever ever
And thats works
Thats get girl girl Ohoh ohoh
And thats works
Thats get girl girl
Yeah yeah

And know
Oh oh oh oh oh oh oh oh oh oh
That I dont want go oh oh

Remind used be
Pictures frames kisses cheeks
And say want yeahyeah
And say

Cause I want worse better Worse better
I would wait forever ever Ever ever
Broke heart Ill put back together
I would wait forever ever I want forever ever
And thats works
Thats get girl girl This works
And thats works
Thats get girl girl Get girl
Thats works
And thats works
Thats get girl girl
Oh oh oh oh oh oh oh oh oh oh
And thats works
Thats get girl girl
Oh oh oh oh oh oh oh oh oh oh

Thats works
Thats got girl
",146,349,60,5.816666666666666,74,0,4807424,"['pop', 'synthpop', 'love at first listen', 'max martin', 'female vocalists']",12.670788856382277
85,This Love,"Clear blue water
High tide came brought in
And I could go I will
Skies grew darker
Currents swept again
And gone gone gone gone

In silent screams wildest dreams
I never dreamed this

This love good love bad
This love alive back dead ohoh oh
These hands let go free and
This love came back ohoh oh
Ohoh oh ohoh oh

Tossing turning
Struggled night someone new
And I could go on
Lantern burning
Flickered mind you
But still gone gone gone

Been losing grip sinking ships
You showed time

This love good love bad
This love alive back dead ohoh oh
These hands let go free and
This love came back ohoh oh
This love left permanent mark
This love glowing dark ohoh oh
These hands let go free and
This love came back ohoh oh

This love love love love oh
This love love love love oh
This love love love love oh
This love love love love oh

Your kiss cheek
I watched leave
Your smile ghost
I fell knees
When youre young run
But come back need

This love good love bad
This love alive back dead ohoh oh
These hands let go free and
This love came back ohoh oh
This love This love left permanent mark
This love This love glowing dark ohoh oh
This love These hands let go free and
This love This love came back ohoh oh

This love love love love oh
This love love love love oh
This love love love love
This love love came back ohoh oh
",121,332,51,6.509803921568627,85,0,3586857,"['pop', 'synthpop', 'love at first listen', 'female vocalists', 'Ballad']",10.845010249804982
86,I Know Places,"I I I I I I I I I I I I I I I I

You stand hand waistline
Its scene plain sight
I hear whisper pass by
Its bad sign bad sign
Something happens everybody finds out
See vultures circling dark clouds
Loves fragile little flame could burn out
It could burn out

Cause got cages got boxes
And guns
They hunters foxes
And run

Baby I know places wont found
And theyll chasing tails tryin track us down
Cause I I know places hide
I know places I know places

Lights flash well run fences
Let say want wont hear it
Loose lips sink ships damn time
Not time

Just grab hand dont ever drop it
My love
They hunters foxes
And run

Baby I know places wont found
And theyll chasing tails tryin track us down
Cause I I know places hide
I know places

They hunters foxes
And run
Just grab hand dont ever drop it
My love

Baby I know places wont found
And theyll chasing tails tryin track us down
Cause I I know places hide
I know places

They take shots bulletproof
I know places
And know always you
I know places
In dead night eyes green
I know places
And I know always me
I know places

I I I I I I I I I I I I I I I I
",90,277,46,6.021739130434782,88,0,5149561,"['pop', 'love at first listen', 'synthpop', 'chillout', 'chill']",13.98470784405314
87,Clean,"The drought worst Ohoh ohoh
When flowers wed grown together died thirst
It months months back forth Ohoh ohoh
Youre still me
Like winestained dress I cant wear anymore

Hung head I lost war
And sky turned black like perfect storm

Rain came pouring down
When I drowning thats I could finally breathe
And morning
Gone trace I think I finally clean
Oh oh oh oh

There nothing left Ohoh ohoh
When butterflies turned to
Dust covered whole room
So I punched hole roof Ohoh ohoh
Let flood carry away pictures you

The water filled lungs I screamed loud
But one heard thing

Rain came pouring down
When I drowning thats I could finally breathe
And morning
Gone trace I think I finally clean
Oh oh oh oh
I think I finally clean
Oh oh
Oh oh oh oh ohoh
Said I think I finally clean
Oh oh
Oh oh oh oh ohoh

Ten months sober I must admit
Just youre clean dont mean dont miss it
Ten months older I wont give in
Now Im clean Im never gonna risk it

The drought worst Ohoh ohoh
When flowers wed grown together died thirst
Oh

The rain came pouring down
When I drowning thats I could finally breathe
And morning
Gone trace I think I finally clean
Rain came pouring down
When I drowning thats I could finally breathe
And morning
Gone trace I think I finally clean

Oh oh
Finally clean
Think Im finally clean
Oh oh
Ohoh ohoh
Oh oh oh
Think Im finally clean
",78,284,52,5.461538461538462,104,0,6070855,"['pop', 'synthpop', 'imogen heap', 'chill', 'chillout']",15.418827622990374
88,Wonderland,"Flashing lights we
Took wrong turn we
Fell rabbit hole

You held tight me
Cause nothings seems
And spinning control

Didnt tell us dont rush things
Didnt flash green eyes me
Havent heard becomes curious minds

Oh

Didnt seem new exciting
I felt arms twisting around me
I slept one eye open night

We found wonderland
You I got lost it
And pretended could last forever
Eh
We found wonderland
You I got lost it
And life never worse never better
Eh eh

Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland

So went way
Too love think straight
All alone seemed

But strangers watching
And whispers turned talking
And talking turned screams

Oh

Didnt tell us dont rush things
Didnt flash green eyes me
Didnt calm fears Cheshire cat smile

Oh

Didnt seem new exciting
I felt arms twisting around me
Its fun games til somebody loses mind

But darling found wonderland
You I got lost it
And pretended could last forever
Eh
We found wonderland
You I got lost it
And life never worse never better
Eh eh

Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland
Eh eh eh eh eh
In wonderland

I reached gone
I knew I go back home
You searched world something else make feel like had
And end wonderland went mad

Oh

We found wonderland
You I got lost it
And pretended could last forever last forever
Eh eh
We found wonderland
You I got lost got lost it
And life never worse never better never better
Eh eh

We found wonderland
You I got lost wonderland
And pretended could last forever wonderland

We found wonderland
You I got lost wonderland
And life never worse never better
In wonderland
",111,351,79,4.443037974683544,110,245000,4669596,"['pop', 'why on earth is this just a bonus track', 'love at first listen', 'synthpop', 'electropop']",14.47411636708543
89,You Are In Love,"One look dark room
Meant you
Time moved fast
You play back
Buttons coat
Lighthearted joke
No proof much
But saw enough
Small talk drives
Coffee midnight
The light reflects
The chain neck
He says Look up
And shoulders brush
No proof one touch
But felt enough

You hear silence silence silence silence you
You feel way home way home way home way home you
You see lights lights lights lights out
You love true love
You love

Morning place
Burnt toast Sunday
You keep shirt
He keeps word
And let go
Of fears ghosts
One step much
But said enough
You kiss sidewalks
You fight talk
One night wakes
Strange look face
Pauses says
Youre best friend
And knew was
He love

You hear silence silence silence silence you
You feel way home way home way home way home you
You see lights lights lights lights out
You love true love

And goes
You two dancing snow globe round round
And keeps picture office downtown
And understand lost minds fought wars
And Ive spent whole life trying put words

Cause hear silence
You feel way home
You see lights out
You love true love
Youre love

You hear silence silence silence silence you
You feel way home way home way home way home you
You see lights lights lights lights out
You love true love
You love

You hear silence silence silence silence you
You feel way home way home way home way home you
You see lights lights lights lights out
You love true love
You love
",152,351,61,5.754098360655738,103,267000,4380859,"['pop', 'Love', 'female vocalists', 'dream pop', 'synthpop']",14.093432718662738
90,New Romantics,"Were bored tired everything
We wait trains arent coming
We show different scarlet letters
Trust mine better

Were young road ruin
We play dumb know exactly doing
We cry tears mascara bathroom
Honey life classroom

Cause baby I could build castle
Out bricks threw me
And every day like battle
But every night us like dream

Baby new romantics
Come come along me
Heartbreak national anthem
We sing proudly
We busy dancing
To get knocked feet
Baby new romantics
The best people life free

Were lights noise blinding
We hang back timing
Its poker cant see face
But Im play Ace

We need love want danger
We team switch sides like record changer
The rumors terrible cruel
But honey true

Cause baby I could build castle
Out bricks threw me
And every day like battle
But every night us like dream

Baby new romantics
Come come along me
Heartbreak national anthem
We sing proudly
We busy dancing
To get knocked feet
Baby new romantics
The best people life free

So come come along me
The best people life free

Please take hand and
Please take dancing and
Please leave stranded
Its romantic romantic
Ah ah ah ah ah ah

Oh cause baby I could build castle
Out bricks threw me
And every day like battle
But every night us like dream

Cause baby I could build castle castle
Out bricks threw me
And every day like battle
But every night us like dream

Baby new romantics
Come come along me
Heartbreak national anthem
We sing proudly
We busy dancing
To get knocked feet
Baby new romantics
The best people life free
",156,365,63,5.7936507936507935,110,231000,7398335,"['pop', 'why on earth is this just a bonus track', 'love at first listen', 'synthpop', 'max martin']",17.789120226213118
91,...Ready For It?,"Knew killer first time I saw him
Wondered many girls loved left haunted
But hes ghost I phantom
Holdin ransom some
Some boys tryin hard dont try though
Younger exes act like man so
I see nothing better I keep forever
Like vendettata

I I I see gon go
Touch youll never alone
IIsland breeze lights low
No one know

In middle night dreams
You see things baby
In middle night dreams
I know Im gonna I take time
Are ready it

Knew I robber first time saw me
Stealing hearts running never sayin sorry
But Im thief join heist and
Well move island and
And jailer Burton Taylor
Every love Ive known comparison failure
I forget names Im tame now
Never now

I I I see gon go
Touch youll never alone
IIsland breeze lights low
No one know No one know

In middle night dreams
You see things baby
In middle night dreams
I know Im gonna I take time
Are ready it
Oh ready it

Baby let games begin
Let games begin
Let games begin
Baby let games begin
Let games begin
Let games begin

I I I see gon go
Touch youll never alone
IIsland breeze lights low
No one know

In middle night Night dreams My dreams
You see things We baby Baby hmm Eh
In middle night dreams My dreams
I know Im gonna I know Im gonna you
So I take time
In middle night

Baby let games begin
Let games begin
Let games begin
Are ready it
Baby let games begin
Let games begin
Let games begin
Are ready it
",178,388,59,6.576271186440678,108,0,8166250,"['pop', 'electropop', '2017', 'Hip-Hop', 'hip hop']",16.969571659230844
92,End Game,"Taylor Swift Future
I wanna end game
I wanna first string
I wanna ATeam Whoa whoa whoa
I wanna end game end game

Big reputation big reputation
Ooh got big reputations ah
And heard ooh
 I got big enemies Yeah
Big reputation big reputation
Ooh would big conversation ah Git git
And I heard ooh Yeah
You like bad ones too

Future
You dope dont overdose Im stoked I need toast
We Im Ghost like Im whippin boat
I got reputation girl dont precede Yeah
Im one call away whenever need Yeah
Im G5 Yeah come ASide Yeah
I got bad boy persona thats like What like
You love I love cause youre type Youre type
You hold I protect life

Taylor Swift Future
I dont wanna touch I dont wanna be
Just another exlove dont wanna see
I dont wanna miss I dont wanna miss you
Like girls do
I dont wanna hurt I wanna be
Drinking beach me
I know say I know say
But I aint tryna play

Taylor Swift
I wanna end game End game
I wanna first string First string
I wanna ATeam ATeam
I wanna end game end game

Ed Sheeran
Knew I young reconnected little bit older
Both sprung I got issues chips shoulders
Reputation precedes rumors Im kneedeep
The truth easier ignore believe me
Even wed argue wed long
And understand good bad end song
For beautiful traits way ease
For flaws paranoia insecurities
Ive made mistakes made choices thats hard deny
After storm something born 4th July
Ive passed days without fun end game one
With four words tip tongue Ill never say it

Taylor Swift
I dont wanna touch I dont wanna be
Just another exlove dont wanna see
I dont wanna miss I dont wanna miss you
Like girls do
I dont wanna hurt I wanna be
Drinking beach me
I know say yeah
But I aint tryna play

I wanna end game End game
I wanna first string Wanna first string
I wanna ATeam ATeam
I wanna end game end game

Taylor Swift Future
Big reputation big reputation
Ooh got big reputations ah
And heard ooh
 I got big enemies
Hey big reputation big reputation
Ooh would big conversation ah
And I heard ooh
You like bad ones too

Taylor Swift
I hit like bang tried forget couldnt
And I bury hatchets I keep maps I put em
Reputation precedes told Im crazy
I swear I dont love drama loves me
And I cant let go hand prints soul
Its like eyes liquor like body gold
Youve calling bluff usual tricks
So heres truth red lips

Swift Future Ed Sheeran
I wanna end game End game
I wanna first string Me first string
I wanna ATeam Be ATeam ATeam
I wanna end game end game
I wanna end game Oh I do
I wanna first string First string
I wanna ATeam ATeam
I wanna end game end game
",236,640,89,7.191011235955056,191,0,5217743,"['pop', 'future', 'Ed Sheeran', 'rap', 'rnb']",13.809069231359617
