Index,Artist,Title,Mood,lyrics
ML154,Mr. Mister,Is It Love,happy,"4 ContributorsIs It Love Lyrics[Verse 1]
I say I love you, I hold you near me
You say I scare you, well that's your fear
I know the message my heart is sending
But you don't read it, you keep me guessing

[Chorus]
Is it love, is it love you're after
Is it love, is it, is it love

[Verse 2]
The broken record goes round and round
Within a circle, without a sound
I'm under water, in overdrive
You hide in laughter, what's on your mind?

[Chorus]
Is it love, is it love you're after
(Why don't you tell me?)
Is it love, is it, is it love
Is it love, is it love you're after
(Why can't you tell me?)
Is it love, is it really love

[Guitar solo]
You might also like[Chorus]
Is it love, is it love you're after
(Why can't you tell me?)
Is it love, is it, is it love
Is it love, is it love you're after
(Hey girl, I got to know, is it really, really love)
Is it love, is it really love
(Hey hey hey hey hey hey hey)
Is it love, is it love you're after
(Why don't you tell me?)
Is it love, is it really love
Is it love, is it love you're after
(Everybody's lookin' for the perfect love to come along and hope we'll find it)
Is it love, is it really love
Is it love, is it love you're after
(Why don't you tell me?)Embed"
ML155,Right Said Fred,I'm Too Sexy,happy,"44 ContributorsTranslationsFrançaisI’m Too Sexy Lyrics[Intro]
I'm too sexy for my love
Too sexy for my love
Love's going to leave me

[Verse 1]
I'm too sexy for my shirt
Too sexy for my shirt
So sexy it hurts
And I'm too sexy for Milan
Too sexy for Milan
New York, and Japan
And I'm too sexy for your party
Too sexy for your party
No way I'm disco dancing

[Chorus]
I'm a model, you know what I mean
And I do my little turn on the catwalk
Yeah, on the catwalk, on the catwalk, yeah
I do my little turn on the catwalk

[Verse 2]
I'm too sexy for my car
Too sexy for my car
Too sexy by far
And I'm too sexy for my hat
Too sexy for my hat
What ya think about that?
You might also like[Chorus]
I'm a model, you know what I mean
And I do my little turn on the catwalk
Yeah, on the catwalk, on the catwalk, yeah
I shake my little tush on the catwalk

[Bridge]
Too sexy for my
Too sexy for my
Too sexy for my
Cut!

[Chorus]
I'm a model, you know what I mean
And I do my little turn on the catwalk
Yeah, on the catwalk, yeah, on the catwalk, yeah
I shake my little tush on the catwalk

[Verse 3]
I'm too sexy for my cat
Too sexy for my cat
Poor pussy, poor pussy cat
I'm too sexy for my love
Too sexy for my love
Love's going to leave me
[Outro]
And I'm too sexy for this song6Embed"
ML156,John Mellencamp,Lonely Ol' Night,sad,"7 ContributorsLonely Ol’ Night Lyrics[Verse 1]
She calls me up and says baby it's a lonely ol' night
I don't know I'm just so scared and lonely all at the same time
Nobody told us it was gonna work out this way
No, no, no, no, no
I guess they knew we'd work it out in our own way

[Chorus]
It's a lonely ol' night
Can I put my arms around you
It's a lonely ol' night
Custom made for two lonely people like me and you

[Verse 2]
Radio playing softly some singer's sad sad song
He's singing about standing in the shadows of love
I guess he feels awfully alone
She says I know exactly what he means
Yeah, yeah, yeah, yeah, yeah
And it's a sad, sad, sad, sad feeling
When you're living on those in-betweens
But it's okay

[Chorus]
It's a lonely ol' night
Can I put my arms around you
It's a lonely ol' night
Custom made for two lonely people like me and you
You might also like[Bridge]
She calls me Baby
She calls everybody Baby
It's a lonely ol' night but ain't they all

[Chorus]
It's a lonely ol' night
Can I put my arms around you
It's a lonely ol' night
Custom made for two lonely people like me and you

[Outro]
It's a lonely ol' night
Can I put my arms around you
It's a lonely ol' night
Custom made for two lonely people like me and you
Yeah, like me and you
Yeah, like me and youEmbed"
ML157,Kenny Loggins,Whenever I Call You Friend ,happy,"2 ContributorsWhenever I Call You Friend LyricsWhenever I call you friend
I begin to think I understand
Anything we are
You and I have always been ever and ever

I see myself within your eyes
And that's all I need to show me why
Everything I do, always takes me home to you
Ever and ever

Now I know my life has given me
More than memories
Day by day we can see
In every moment there's a reason to carry on

Sweet love showin' us a heavenly light
I've never seen such a beautiful sight
Sweet love flowin' almost every night
I know forever we'll be doin' it...right

Whenever I call you friend
I believe I've come to understand
Everywhere we are you and I were meant to be
Forever and ever

I think about the times to come
Knowin' I will be the lucky one
Ever our love will last
I always want to call you friend
You might also likeSweet love...sweet love
You're the glowing light in my life
The source of pride in my life
Everything I do takes me back to youEmbed"
ML158,The Pointer Sisters,Fire,angry,"12 ContributorsFire Lyrics[Intro]

[Verse 1]
I'm ridin' in your car
You turn on the radio
You're pullin' me close
I just say no
I say I don't like it
But you know I'm a liar
'Cause when we kiss, ooh, fire

[Verse 2]
Late at night
You're takin' me home
You say you want to stay
I say I wanna be alone
I say I don't love you
But you know I'm a liar
'Cause when we kiss, ooh, fire
[Bridge]
You had a hold on me right from the start
A grip so tight I couldn't tear it apart
My nerves all jumpin', actin' like a fool
Well, your kisses they burn
But my heart stays cool...
You might also like{Pause}

[Verse 3]
Well, Romeo and Juliet
Samson and Delilah
Baby you can bet
A love they couldn't deny
My words say split
But my words they lie
'Cause when we kiss, ooh, fire

[Outro]
Ooh, fire
Hot kisses like fire
Burn me up with fire
I like what you're doing now, fire
Touchin' me with fire
Touchin' me, burning me with fire
Take me home with fire, now
With kisses like fire
Kisses like fire1Embed"
ML159,Duran Duran,A View To A Kill,angry,"21 ContributorsA View to a Kill Lyrics[Verse 1]
Meeting you with a view to a kill
Face to face in secret places, feel the chill

Nightfall covers me, but you know the plans I'm making
Still overseas, could it be the whole Earth opening wide
A sacred why, a mystery gaping inside
A week is why, until we...

[Chorus]
Dance into the fire
That fatal kiss is all we need
Dance into the fire
To fatal sounds of broken dreams
Dance into the fire
That fatal kiss is all we need
Dance into the fire

[Verse 2]
The choice for you is the view to a kill
Between the shades assassination standing still

The first crystal tears fall as snowflakes on your body
First time in years to drench your skin in lover's rosy stain
A chance to find the phoenix for the flame
A chance to die, but can we...
You might also like[Chorus]
Dance into the fire
That fatal kiss is all we need
Dance into the fire
To fatal sounds of broken dreams
Dance into the fire
That fatal kiss is all we need
Dance into the fire

When all we see is the view to a kill11Embed"
ML160,Seals & Crofts,Diamond Girl,relaxed,"7 ContributorsDiamond Girl LyricsDiamond Girl
You sure do shine
Glad I found you
Glad you're mine

Oh, my love
You're like a precious stone
Part of earth where
Heaven has rained on

Makes no difference
Where you are
Day or night time
You're like a shining star

And how could I
Shine without you
When it's about you
That I am, woah, oh

Diamond Girl
Roaming wild
Such a rare thing
Radiant child

I could never find
Another one like you
Part of me is
Deep down inside you
You might also likeCan't you feel
The whole world turning
We are real and
We are burning, yeah

Diamond Girl
Now that I've found you
Well, it's about you that I am
Whoa, Whoa, oh

Diamond Girl
You sure do shine
Diamond Girl
You sure do shine
Diamond Girl
You sure do shine
Diamond Girl
You sure do, you sure do
You sure do shineEmbed"
ML161,April Wine,Just Between You And Me,happy,"6 ContributorsJust Between You and Me LyricsTime and time again I see
A love that seemed strong was not meant to be
Broken hearts don't always mend
Left too unsure to try love again

But, just between you and me
Baby, I know our love will be
Just between you and me
Always I know our love will be
Just between you and me

Lovers often seem to say
Hearts can be blind to love gone astray
Always it's the same old song
Someone's been hurt by a love that's gone wrong

Just between you and me
Baby, I know our love will be
Just between you and me
Always I know our love will be
Just between you
Just between you and me

[Myles Goodwyn: Guitar Solo]

Words are sometimes hard to find
The silence can be so unkind
You always help me find my way
The love that we share grows stronger each day
See April Wine LiveGet tickets as low as $107You might also likeJust between you and me
Baby, I know our love will be
Just between you and me
Always I know our love will be
Seulement entre toi et moi
Means that our love will always be
Just between you and me
Baby, I know our love will be
Just between you
Just between you and meEmbed"
ML162,Paul McCartney & Wings,My Love,happy,"22 ContributorsMy Love Lyrics[Verse 1]
And when I go away
I know my heart can stay with my love
It's understood, it's in the hands of my love
And my love does it good

[Chorus]
Wo, wo-wo, wo
Wo, wo-wo, wo
My love does it good

[Verse 2]
And when the cupboard's bare
I'll still find something there with my love
It's understood, it's everywhere with my love
And my love does it good

[Chorus]
Wo, wo-wo, wo
Wo, wo-wo, wo
My love does it good

[Bridge]
Oh oh, I love, oh oh, my love
Only my love holds the other key to me
Oh oh, my love, oh oh, my love
Only my love does it good to me
You might also like[Guitar Solo]

[Chorus]
Wo, wo-wo, wo
Wo, wo-wo, wo
My love does it good

[Verse 3]
Don't ever ask me why
I never say goodbye to my love
It's understood, it's everywhere with my love
And my love does it good, woah

[Chorus]
Wo, wo-wo, wo
Wo, wo-wo, wo
My love does it good

[Outro]
Oh oh, I love, oh oh, my love
Only my love does it good to me
Wo, wo, wo, wo
Wo oh, wo oh, wo5Embed"
ML163,Nelly Furtado,I'm Like A Bird,relaxed,"34 ContributorsI’m Like a Bird Lyrics[Verse 1]
You're beautiful, that's for sure
You'll never ever fade
You're lovely, but it's not for sure
That I won't ever change

[Pre-Chorus]
And though my love is rare
Though my love is true

[Chorus]
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
All I need for you to know is

[Verse 2]
Your faith in me brings me to tears (Oh)
Even after all these years, years
And it pains me so much to tell
That you don't know me that well
[Pre-Chorus]
And though my love is rare
Though my love is true

[Chorus]
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is

[Bridge]
It's not that I wanna say goodbye
It's just that every time you try
To tell me, me that you love me (Oh-oh)
Each and every single day
I know I'm gonna have to eventually
Give you away

[Break]
And though my love is rare, rare, rare
And though my love is true, yeah
Hey, I'm just scared
That we may fall through
Yeah, yeah-yeah, yeah, yeah
You might also like[Chorus]
I'm like a bird (I'm like a bird)
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
(I don't know where my soul is)
I don't know where my soul is (Soul is)
(I don't know where my home is, oh)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
(I don't know where my soul is)
(I don't know where my home is)
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is

[Outro]
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is
And baby, all I need for you to know is
I'm like a bird, I'll only fly away
I don't know where my soul is (Soul is)
I don't know where my home is16Embed"
ML164,The Beatles,Can't Buy Me Love,happy,"43 ContributorsTranslationsEspañolPortuguêsCan’t Buy Me Love Lyrics[Intro]
Can't buy me love, love
Can't buy me love

[Verse 1]
I'll buy you a diamond ring, my friend
If it makes you feel alright
I'll get you anything, my friend
If it makes you feel alright
'Cause I don't care too much for money
Money can't buy me love

[Verse 2]
I'll give you all I've got to give
If you say you love me, too
I may not have a lot to give
But what I got, I'll give to you
I don't care too much for money
Money can't buy me love

[Chorus]
Can't buy me love, everybody tells me so
Can't buy me love, no-no-no, no!

[Verse 3]
Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love
Ow!
You might also like[Guitar Solo]

[Chorus: Paul McCartney]
Buy me love, everybody tells me so
Can't buy me love, no-no-no, no!

[Verse 4]
Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love

[Chorus]
Can't buy me love, love
Can't buy me love9Embed"
ML165,Lita Ford,Kiss Me Deadly,happy,"14 ContributorsKiss Me Deadly Lyrics[Verse 1]
I went to a party last Saturday night
I didn't get laid, I got in a fight, uh-huh
It ain't no big thing
Late for my job and the traffic was bad
Had to borrow ten bucks from my old man, uh-huh
It ain't no big thing
I went to a party last Saturday night
I told you that story, it'd be alright, uh-huh
It ain't no big thing

[Pre-Chorus]
But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me
Yeah, yeah

[Chorus]
Kiss me once
Kiss me twice
Come on, pretty baby, kiss me deadly

[Verse 2]
Had a few beers, getting high
Sitting, watching the time go by, uh-huh
It ain't no big thing
Nothing to eat and no TV
Looking in the mirror, don't get it for me, uh-huh
It ain't no big thing
See Lita Ford LiveGet tickets as low as $209You might also like[Pre-Chorus]
But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me
Oh yeah

[Chorus]
Kiss me once
Kiss me twice
Come on, pretty baby, kiss me deadly
Kiss me once
Kiss me twice
Come on, pretty baby, kiss me deadly

[Bridge]
You know I like dancing with you
Dancing with you
Come on

[Chorus]
Kiss me once
Kiss me twice
Come on, pretty baby, kiss me deadly
Kiss me once
Kiss me twice
Come on, pretty baby, kiss me
Come on, pretty baby, kiss me
Come on, pretty baby, kiss me deadlyEmbed"
ML166,The Trammps,Disco Inferno,angry,"32 ContributorsDisco Inferno Lyrics[Intro]
Burn, baby, burn
Burn, baby, burn
Burn, baby, burn
Burn, baby, burn, burning

[Verse 1]
To my surprise, listen, one hundred stories high
People getting loose, y'all, getting down on the roof, do ya hear?
The funk was flaming, out of control
It was so entertaining when the boogie started to explode, I heard somebody say

[Chorus]
(Burn, baby, burn) Disco inferno
(Burn, baby, burn) Burn the mother down
(Burn, baby, burn) Disco inferno, yeah
(Burn, baby, burn) Burn the mother down (Burning)

[Verse 2]
Satisfaction (Ooh-ooh-ooh)
Came in the chain reaction (Burning)
I couldn't get enough
'Til I had to self-destruct (Ooh-ooh-ooh)
The heat was on (Burning)
Rising to the top, mm
Everybody's going strong (Ooh-ooh-ooh)
And that is when my spark got hot, I heard somebody say
You might also like[Chorus]
(Burn, baby, burn) Disco inferno
(Burn, baby, burn) Burn the mother down, y'all
(Burn, baby, burn) Disco inferno, yeah
(Burn, baby, burn) Mother down (Burning)

[Bridge]
Up above my head
I hear music in the air (I hear music)
That makes me know
There's a party somewhere

[Verse 3]
Satisfaction, mm, came in a chain reaction, do ya hear?
I couldn't get enough, so I had to self-destruct, mm
The heat was on, rising to the top, mm
Everybody going strong, that is when my spark got hot, I heard somebody say

[Chorus]
(Burn, baby, burn) Disco inferno
(Burn, baby, burn) Burn the mother down
(Burn, baby, burn) Disco inferno, yeah
(Burn, baby, burn) Burn the mother down, get it
(Burn, baby, burn) Ahh, hey
(Burn, baby, burn) Burn the mother down
(Burn, baby, burn) Disco inferno
(Burn, baby, burn) Burn that mother down (Burning)
[Interlude]
Ow, uh
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot

[Guitar Solo]

[Interlude]
Burning, burning, burning, burning
Burning, burning, burning, burning
Burning, burning, burning, burning
Burning, burning, burning, burning
Burning, burning, burning, burning
Burning, burning, burning, burning
I wanted you to understand what I'm talking about
I'm not talking about burning down a building
It's coming from the soul (Just can't stop)
Soul funk (When my spark gets hot)
Burning in my soul (Just can't stop)
Ow (When my spark gets hot), now, listen
Don't you rescue me (Just can't stop)
Let my spirit burn free (When my spark gets hot)
Don't you rescue me, no (Just can't stop)
Let my spirit burn free (When my spark gets hot)
Everybody say ""ow"" (Ow)
Say ""ow"" (Ow)
You feel the spirit, say ""ow"" (Ow)
Disco funk (Ow)
Come out here on the floor, uh
Let's rock some more, uh
I'm on fire (Burning, burning)
I'm on fire (Burning, burning)
Let the good times roll (Burning, burning)
Aw, yeah (Burning, burning)
Hah, get out there, alright (Burning)
Feel pretty good, y'all (Burning)
People getting loose, mm (Burning)
Getting down on the groove, y'all (Burning)
The flame is higher, mm (Burning, burning)
It's higher (Burning, burning)
Alright (Burning, burning), uh, Lord have mercy
I can't get enough (Burning, burning)
I want some more, mm (Burning, burning)
I want some more (Burning, burning)
I'm burning (Burning, burning)
I'm burning (Burning, burning)
Burning in the soul, y'all (Burning, burning)
Burning, burning
Burning, burning
Burning
[Synthesizer Solo]

[Interlude]
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot
Just can't stop
When my spark gets hot

[Outro]
(Burn, baby, burn) Disco inferno
(Burn, baby, burn) Burn that mother down
(Burn, baby, burn) Disco inferno, yeah
(Burn, baby, burn) Burn the mother down, get it
(Burn, baby, burn) Ahh, hey
(Burn, baby, burn) Burn the mother down
(Burn, baby, burn)3Embed"
